person,offer completed,offer received,offer viewed,transaction,transaction amount,reward given,transaction amount under offer,transactions completed under offer,email,mobile,social,web,bogo,discount,informational,difficulty,duration,age,income,offers viewed ratio,offers completed ratio,transactions ratio,F,M,O,cluster
3995.0,4.0,4.0,4.0,8.0,112.02000000000001,22.0,91.58,6.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,7.5,6.75,57.0,64000.0,1.0,1.0,0.75,1.0,0.0,0.0,2
3996.0,0.0,6.0,6.0,1.0,8.49,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,2.0,0.0,7.0,6.166666666666667,70.0,73000.0,1.0,0.0,0.0,0.0,1.0,0.0,5
3997.0,3.0,4.0,3.0,6.0,172.65,17.0,172.65,6.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,6.25,7.0,54.0,96000.0,0.75,0.75,1.0,0.0,1.0,0.0,2
3998.0,5.0,6.0,2.0,13.0,183.45,24.0,147.69000000000003,10.0,6.0,6.0,3.0,4.0,3.0,2.0,1.0,6.666666666666667,6.833333333333333,32.0,52000.0,0.3333333333333333,0.8333333333333334,0.7692307692307693,1.0,0.0,0.0,7
3999.0,4.0,4.0,4.0,14.0,227.24,18.0,227.23999999999995,14.0,4.0,3.0,3.0,4.0,2.0,2.0,0.0,9.25,6.75,56.0,77000.0,1.0,1.0,1.0,0.0,1.0,0.0,3
4000.0,1.0,5.0,4.0,5.0,21.369999999999997,5.0,17.75,3.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,8.0,6.2,73.0,68000.0,0.8,0.2,0.6,0.0,1.0,0.0,5
4001.0,0.0,5.0,1.0,1.0,2.56,0.0,2.56,1.0,5.0,4.0,1.0,5.0,0.0,5.0,0.0,12.0,8.2,64.0,33000.0,0.2,0.0,1.0,0.0,1.0,0.0,9
4002.0,5.0,6.0,4.0,17.0,140.01,29.0,121.57,14.0,6.0,6.0,5.0,5.0,2.0,3.0,1.0,6.833333333333333,6.166666666666667,45.0,35000.0,0.6666666666666666,0.8333333333333334,0.8235294117647058,0.0,1.0,0.0,3
4003.0,2.0,5.0,4.0,5.0,72.79,15.0,56.010000000000005,4.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,5.0,5.2,59.0,71000.0,0.8,0.4,0.8,1.0,0.0,0.0,10
4004.0,3.0,4.0,4.0,6.0,127.31,13.0,96.42999999999999,5.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,4.25,5.75,38.0,71000.0,1.0,0.75,0.8333333333333334,0.0,1.0,0.0,10
4005.0,2.0,3.0,3.0,6.0,151.8,5.0,130.84000000000003,5.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,5.666666666666667,6.666666666666667,74.0,75000.0,1.0,0.6666666666666666,0.8333333333333334,0.0,1.0,0.0,4
4006.0,2.0,4.0,3.0,6.0,136.18,5.0,136.18,6.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,6.75,7.0,63.0,103000.0,0.75,0.5,1.0,1.0,0.0,0.0,2
4007.0,3.0,3.0,3.0,6.0,65.15,11.0,51.89,5.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,6.333333333333333,7.0,92.0,57000.0,1.0,1.0,0.8333333333333334,1.0,0.0,0.0,2
4008.0,2.0,4.0,4.0,6.0,100.86,12.0,75.53999999999999,4.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,10.0,7.5,59.0,82000.0,1.0,0.5,0.6666666666666666,0.0,1.0,0.0,2
4009.0,0.0,5.0,3.0,10.0,22.94,0.0,21.73,9.0,5.0,4.0,3.0,3.0,1.0,3.0,1.0,10.0,7.4,33.0,44000.0,0.6,0.0,0.9,0.0,1.0,0.0,9
4010.0,0.0,2.0,0.0,5.0,11.219999999999999,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,12.5,8.5,66.0,33000.0,0.0,0.0,0.0,0.0,1.0,0.0,9
4011.0,1.0,3.0,2.0,10.0,62.699999999999996,2.0,18.880000000000003,4.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,8.333333333333334,5.666666666666667,24.0,32000.0,0.6666666666666666,0.3333333333333333,0.4,0.0,1.0,0.0,4
4012.0,2.0,3.0,2.0,8.0,87.34999999999998,10.0,45.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,13.333333333333334,7.666666666666667,24.0,44000.0,0.6666666666666666,0.6666666666666666,0.375,0.0,1.0,0.0,9
4013.0,0.0,6.0,3.0,6.0,27.07,0.0,18.7,5.0,6.0,5.0,4.0,3.0,1.0,3.0,2.0,8.333333333333334,6.666666666666667,36.0,45000.0,0.5,0.0,0.8333333333333334,0.0,1.0,0.0,5
4014.0,1.0,6.0,5.0,21.0,68.56,2.0,62.99,20.0,6.0,6.0,5.0,2.0,3.0,1.0,2.0,6.666666666666667,6.333333333333333,35.0,35000.0,0.8333333333333334,0.16666666666666666,0.9523809523809523,0.0,1.0,0.0,3
4015.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,8.75,6.75,55.0,79000.0,0.75,0.0,-1.0,1.0,0.0,0.0,6
4016.0,1.0,3.0,3.0,16.0,50.16,2.0,47.76,15.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,10.0,7.333333333333333,72.0,55000.0,1.0,0.3333333333333333,0.9375,0.0,1.0,0.0,3
4017.0,2.0,3.0,0.0,2.0,52.66,7.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,16.666666666666668,9.0,74.0,77000.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,9
4018.0,0.0,3.0,2.0,3.0,1.52,0.0,0.6000000000000001,1.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,3.3333333333333335,4.666666666666667,55.0,64000.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,4
4019.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,6.0,1.0,4.0,1.0,9.5,7.166666666666667,71.0,63000.0,1.0,0.0,-1.0,1.0,0.0,0.0,6
4020.0,4.0,5.0,4.0,8.0,1039.27,23.0,1019.8199999999999,7.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,5.4,5.4,60.0,99000.0,0.8,0.8,0.875,1.0,0.0,0.0,1
4021.0,0.0,4.0,4.0,4.0,10.879999999999999,0.0,3.4299999999999997,3.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,8.5,8.5,61.0,56000.0,1.0,0.0,0.75,0.0,1.0,0.0,5
4022.0,3.0,4.0,4.0,3.0,54.400000000000006,17.0,54.400000000000006,3.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0,8.75,7.75,42.0,65000.0,1.0,0.75,1.0,1.0,0.0,0.0,2
4023.0,1.0,3.0,2.0,20.0,67.8,3.0,53.97,15.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.666666666666667,6.0,25.0,66000.0,0.6666666666666666,0.3333333333333333,0.75,0.0,1.0,0.0,4
4024.0,2.0,5.0,4.0,10.0,29.019999999999996,10.0,26.509999999999998,8.0,5.0,5.0,3.0,4.0,3.0,2.0,0.0,8.0,6.2,55.0,64000.0,0.8,0.4,0.8,0.0,0.0,0.0,5
4025.0,4.0,5.0,4.0,11.0,282.2,17.0,242.68,9.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,7.4,7.6,56.0,100000.0,0.8,0.8,0.8181818181818182,0.0,1.0,0.0,7
4026.0,0.0,5.0,3.0,5.0,6.82,0.0,6.82,5.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,7.4,6.6,59.0,36000.0,0.6,0.0,1.0,0.0,1.0,0.0,5
4027.0,2.0,4.0,3.0,5.0,103.21,15.0,21.94,1.0,4.0,4.0,3.0,2.0,2.0,0.0,2.0,3.75,4.5,52.0,73000.0,0.75,0.5,0.2,1.0,0.0,0.0,10
4028.0,4.0,5.0,3.0,9.0,205.94,19.0,139.76,6.0,5.0,5.0,4.0,4.0,2.0,3.0,0.0,8.4,7.2,50.0,86000.0,0.6,0.8,0.6666666666666666,0.0,1.0,0.0,7
4029.0,3.0,6.0,2.0,4.0,46.08,11.0,46.08,4.0,6.0,6.0,5.0,5.0,3.0,2.0,1.0,4.833333333333333,5.666666666666667,67.0,39000.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,5
4030.0,5.0,5.0,5.0,8.0,1608.69,23.0,977.65,7.0,5.0,3.0,3.0,5.0,2.0,3.0,0.0,11.4,7.4,77.0,97000.0,1.0,1.0,0.875,0.0,1.0,0.0,1
4031.0,4.0,6.0,2.0,6.0,153.09,21.0,125.28,5.0,6.0,5.0,5.0,3.0,1.0,3.0,2.0,7.333333333333333,6.166666666666667,64.0,76000.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.0,0.0,7
4032.0,3.0,5.0,3.0,9.0,237.39999999999998,17.0,214.01999999999998,8.0,5.0,3.0,3.0,3.0,1.0,3.0,1.0,12.0,8.0,50.0,118000.0,0.6,0.6,0.8888888888888888,1.0,0.0,0.0,2
4033.0,0.0,5.0,5.0,9.0,16.610000000000003,0.0,16.61,9.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,6.0,4.8,55.0,64000.0,1.0,0.0,1.0,0.0,0.0,0.0,10
4034.0,3.0,5.0,5.0,10.0,230.43,30.0,230.43,10.0,5.0,5.0,5.0,3.0,4.0,0.0,1.0,8.0,5.0,63.0,99000.0,1.0,0.6,1.0,0.0,1.0,0.0,7
4035.0,1.0,2.0,2.0,20.0,53.96999999999999,2.0,42.92,15.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,7.5,7.5,75.0,35000.0,1.0,0.5,0.75,1.0,0.0,0.0,4
4036.0,1.0,3.0,1.0,5.0,22.56,5.0,11.379999999999999,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,11.666666666666666,8.0,33.0,55000.0,0.3333333333333333,0.3333333333333333,0.6,0.0,1.0,0.0,9
4037.0,2.0,5.0,3.0,7.0,146.77,10.0,118.30000000000001,6.0,5.0,5.0,4.0,3.0,2.0,0.0,3.0,2.0,4.0,75.0,97000.0,0.6,0.4,0.8571428571428571,1.0,0.0,0.0,10
4038.0,1.0,5.0,4.0,4.0,113.83999999999999,10.0,20.83,1.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,5.4,5.0,50.0,93000.0,0.8,0.2,0.25,1.0,0.0,0.0,10
4039.0,3.0,6.0,6.0,19.0,287.30000000000007,14.0,239.47,16.0,6.0,6.0,4.0,3.0,1.0,2.0,3.0,5.0,5.666666666666667,43.0,52000.0,1.0,0.5,0.8421052631578947,0.0,1.0,0.0,3
4040.0,5.0,5.0,3.0,16.0,196.53,40.0,176.24999999999997,14.0,5.0,4.0,3.0,4.0,4.0,1.0,0.0,11.0,6.8,33.0,50000.0,0.6,1.0,0.875,1.0,0.0,0.0,7
4041.0,4.0,6.0,5.0,7.0,124.96000000000001,17.0,124.96000000000001,7.0,6.0,5.0,0.0,6.0,3.0,2.0,1.0,7.5,7.0,99.0,74000.0,0.8333333333333334,0.6666666666666666,1.0,1.0,0.0,0.0,7
4042.0,5.0,6.0,4.0,4.0,81.10000000000001,27.0,63.040000000000006,3.0,6.0,6.0,5.0,5.0,2.0,3.0,1.0,7.833333333333333,7.166666666666667,49.0,81000.0,0.6666666666666666,0.8333333333333334,0.75,0.0,1.0,0.0,7
4043.0,2.0,5.0,4.0,13.0,52.379999999999995,4.0,51.26,11.0,5.0,4.0,0.0,5.0,2.0,3.0,0.0,10.0,7.6,55.0,64000.0,0.8,0.4,0.8461538461538461,0.0,0.0,0.0,3
4044.0,0.0,4.0,4.0,7.0,8.52,0.0,3.08,1.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,7.25,6.5,55.0,64000.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,5
4045.0,3.0,5.0,5.0,5.0,98.9,12.0,78.9,4.0,5.0,3.0,2.0,4.0,1.0,3.0,1.0,11.0,8.0,80.0,81000.0,1.0,0.6,0.8,0.0,1.0,0.0,2
4046.0,0.0,3.0,3.0,4.0,8.51,0.0,8.51,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.666666666666667,6.0,73.0,38000.0,1.0,0.0,1.0,0.0,1.0,0.0,4
4047.0,0.0,3.0,3.0,6.0,16.75,0.0,7.62,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,5.666666666666667,5.0,19.0,33000.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,4
4048.0,1.0,1.0,0.0,10.0,86.42999999999999,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,7.0,59.0,44000.0,0.0,1.0,0.0,0.0,1.0,0.0,4
4049.0,0.0,2.0,1.0,4.0,14.78,0.0,4.37,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,12.5,7.5,55.0,64000.0,0.5,0.0,0.25,0.0,0.0,0.0,9
4050.0,0.0,4.0,2.0,10.0,20.419999999999998,0.0,8.66,4.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,11.25,7.25,54.0,38000.0,0.5,0.0,0.4,0.0,1.0,0.0,9
4051.0,4.0,6.0,2.0,4.0,97.12,16.0,0.0,0.0,6.0,6.0,3.0,5.0,2.0,3.0,1.0,8.333333333333334,6.666666666666667,76.0,76000.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,7
4052.0,4.0,6.0,6.0,9.0,140.63,18.0,140.63,9.0,6.0,5.0,4.0,4.0,2.0,2.0,2.0,6.166666666666667,5.833333333333333,55.0,53000.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,7
4053.0,1.0,5.0,3.0,8.0,45.87,5.0,45.87,8.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,9.0,6.0,55.0,52000.0,0.6,0.2,1.0,0.0,1.0,0.0,5
4054.0,3.0,4.0,3.0,12.0,354.77000000000004,18.0,327.68,11.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.5,5.75,69.0,118000.0,0.75,0.75,0.9166666666666666,1.0,0.0,0.0,2
4055.0,0.0,5.0,4.0,2.0,16.04,0.0,16.04,2.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,5.4,5.0,43.0,52000.0,0.8,0.0,1.0,0.0,1.0,0.0,10
4056.0,3.0,3.0,1.0,6.0,183.45999999999998,9.0,36.8,1.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,13.333333333333334,8.0,54.0,111000.0,0.3333333333333333,1.0,0.16666666666666666,0.0,1.0,0.0,9
4057.0,0.0,5.0,3.0,4.0,10.099999999999998,0.0,9.239999999999998,3.0,5.0,4.0,3.0,5.0,2.0,3.0,0.0,10.0,7.4,26.0,35000.0,0.6,0.0,0.75,0.0,1.0,0.0,5
4058.0,2.0,4.0,4.0,11.0,137.85999999999999,10.0,124.07,10.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0,2.5,5.0,58.0,53000.0,1.0,0.5,0.9090909090909091,0.0,1.0,0.0,10
4059.0,5.0,5.0,4.0,13.0,178.85999999999999,35.0,94.92,8.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,7.0,5.8,27.0,53000.0,0.8,1.0,0.6153846153846154,1.0,0.0,0.0,7
4060.0,0.0,5.0,3.0,4.0,20.89,0.0,20.51,3.0,5.0,4.0,3.0,5.0,3.0,2.0,0.0,11.0,6.4,20.0,39000.0,0.6,0.0,0.75,0.0,1.0,0.0,5
4061.0,0.0,6.0,3.0,3.0,4.06,0.0,3.55,2.0,6.0,5.0,3.0,4.0,3.0,2.0,1.0,8.333333333333334,6.5,22.0,40000.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,5
4062.0,0.0,3.0,3.0,12.0,17.03,0.0,13.39,11.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,11.666666666666666,7.333333333333333,55.0,64000.0,1.0,0.0,0.9166666666666666,0.0,0.0,0.0,9
4063.0,4.0,5.0,5.0,19.0,178.31999999999996,40.0,163.64999999999998,18.0,5.0,5.0,5.0,1.0,4.0,0.0,1.0,8.0,5.8,20.0,47000.0,1.0,0.8,0.9473684210526315,1.0,0.0,0.0,7
4064.0,1.0,4.0,4.0,5.0,17.97,3.0,17.97,5.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,6.75,6.25,35.0,69000.0,1.0,0.25,1.0,0.0,1.0,0.0,5
4065.0,1.0,4.0,4.0,7.0,22.099999999999998,3.0,19.11,6.0,4.0,4.0,3.0,4.0,0.0,3.0,1.0,5.25,6.25,55.0,64000.0,1.0,0.25,0.8571428571428571,0.0,0.0,0.0,5
4066.0,0.0,5.0,3.0,4.0,10.959999999999999,0.0,2.58,2.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,8.0,7.0,46.0,51000.0,0.6,0.0,0.5,0.0,1.0,0.0,9
4067.0,5.0,5.0,4.0,7.0,133.35,14.0,117.32,6.0,5.0,4.0,2.0,5.0,0.0,5.0,0.0,11.4,8.2,69.0,56000.0,0.8,1.0,0.8571428571428571,1.0,0.0,0.0,2
4068.0,2.0,5.0,5.0,8.0,176.53000000000003,12.0,155.98000000000002,7.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,7.0,6.2,51.0,81000.0,1.0,0.4,0.875,1.0,0.0,0.0,7
4069.0,3.0,5.0,4.0,9.0,241.67000000000002,13.0,241.67000000000002,9.0,5.0,3.0,2.0,4.0,1.0,3.0,1.0,11.4,7.6,68.0,119000.0,0.8,0.6,1.0,1.0,0.0,0.0,2
4070.0,1.0,6.0,3.0,14.0,30.54,5.0,28.339999999999996,12.0,6.0,5.0,3.0,4.0,2.0,1.0,3.0,5.833333333333333,5.5,39.0,51000.0,0.5,0.16666666666666666,0.8571428571428571,0.0,1.0,0.0,10
4071.0,2.0,5.0,5.0,8.0,77.33,13.0,56.27,6.0,5.0,5.0,4.0,5.0,4.0,1.0,0.0,7.4,5.8,20.0,41000.0,1.0,0.4,0.75,0.0,1.0,0.0,5
4072.0,3.0,6.0,2.0,4.0,73.95,18.0,29.08,2.0,6.0,6.0,4.0,3.0,4.0,1.0,1.0,6.166666666666667,6.333333333333333,60.0,74000.0,0.3333333333333333,0.5,0.5,0.0,1.0,0.0,5
4073.0,2.0,5.0,3.0,5.0,111.97,8.0,111.97,5.0,5.0,4.0,3.0,5.0,2.0,2.0,1.0,8.4,6.2,52.0,83000.0,0.6,0.4,1.0,0.0,1.0,0.0,5
4074.0,0.0,5.0,3.0,7.0,14.510000000000002,0.0,7.72,4.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,5.0,5.8,71.0,64000.0,0.6,0.0,0.5714285714285714,1.0,0.0,0.0,10
4075.0,4.0,4.0,4.0,13.0,184.98999999999998,17.0,160.98,12.0,4.0,2.0,2.0,4.0,1.0,3.0,0.0,13.75,8.75,55.0,53000.0,1.0,1.0,0.9230769230769231,0.0,1.0,0.0,2
4076.0,3.0,4.0,2.0,10.0,263.85,17.0,231.04000000000002,9.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,10.0,7.75,83.0,94000.0,0.5,0.75,0.9,0.0,1.0,0.0,2
4077.0,1.0,4.0,3.0,9.0,39.72,2.0,26.67,7.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,3.75,6.0,46.0,67000.0,0.75,0.25,0.7777777777777778,0.0,1.0,0.0,10
4078.0,1.0,3.0,3.0,4.0,112.12,10.0,112.12,4.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,3.3333333333333335,3.6666666666666665,72.0,75000.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,4
4079.0,3.0,6.0,2.0,11.0,45.46,11.0,21.169999999999998,7.0,6.0,5.0,2.0,6.0,2.0,3.0,1.0,7.333333333333333,7.0,35.0,64000.0,0.3333333333333333,0.5,0.6363636363636364,0.0,1.0,0.0,3
4080.0,1.0,6.0,5.0,1.0,5.46,5.0,5.46,1.0,6.0,6.0,3.0,5.0,3.0,1.0,2.0,4.5,5.5,55.0,64000.0,0.8333333333333334,0.16666666666666666,1.0,0.0,0.0,0.0,5
4081.0,4.0,5.0,3.0,14.0,159.09000000000003,11.0,142.76000000000002,12.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,7.0,7.0,26.0,53000.0,0.6,0.8,0.8571428571428571,1.0,0.0,0.0,3
4082.0,3.0,4.0,3.0,17.0,161.43,10.0,149.62,15.0,4.0,3.0,2.0,3.0,0.0,3.0,1.0,9.25,6.75,22.0,36000.0,0.75,0.75,0.8823529411764706,1.0,0.0,0.0,3
4083.0,2.0,4.0,3.0,3.0,74.02000000000001,15.0,15.68,1.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,6.25,6.0,65.0,84000.0,0.75,0.5,0.3333333333333333,1.0,0.0,0.0,2
4084.0,3.0,5.0,4.0,21.0,170.18,25.0,170.18,21.0,5.0,5.0,4.0,3.0,4.0,0.0,1.0,6.0,5.6,22.0,36000.0,0.8,0.6,1.0,1.0,0.0,0.0,3
4085.0,1.0,5.0,4.0,8.0,18.400000000000002,2.0,15.86,7.0,5.0,5.0,4.0,5.0,1.0,4.0,0.0,9.4,7.8,26.0,68000.0,0.8,0.2,0.875,0.0,1.0,0.0,5
4086.0,3.0,4.0,3.0,23.0,73.08999999999999,7.0,70.63,22.0,4.0,4.0,2.0,4.0,1.0,3.0,0.0,8.0,7.75,26.0,47000.0,0.75,0.75,0.9565217391304348,0.0,1.0,0.0,3
4087.0,0.0,6.0,4.0,2.0,7.78,0.0,5.78,1.0,6.0,6.0,4.0,5.0,1.0,2.0,3.0,4.0,5.0,59.0,34000.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,10
4088.0,2.0,3.0,3.0,4.0,59.61,5.0,17.3,1.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,8.0,7.0,68.0,51000.0,1.0,0.6666666666666666,0.25,1.0,0.0,0.0,2
4089.0,1.0,6.0,4.0,12.0,24.46,2.0,24.46,12.0,6.0,6.0,4.0,5.0,1.0,5.0,0.0,10.0,8.5,55.0,64000.0,0.6666666666666666,0.16666666666666666,1.0,0.0,0.0,0.0,5
4090.0,1.0,5.0,4.0,19.0,69.28,5.0,64.95,17.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,7.0,6.4,33.0,42000.0,0.8,0.2,0.8947368421052632,0.0,1.0,0.0,3
4091.0,1.0,5.0,4.0,14.0,39.72,5.0,39.72,14.0,5.0,5.0,3.0,4.0,4.0,0.0,1.0,6.0,5.6,55.0,64000.0,0.8,0.2,1.0,0.0,0.0,0.0,5
4092.0,1.0,3.0,2.0,1.0,20.5,3.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,10.666666666666666,8.0,83.0,101000.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,9
4093.0,3.0,5.0,3.0,8.0,173.04,8.0,173.04000000000002,8.0,5.0,4.0,3.0,4.0,0.0,4.0,1.0,8.8,6.8,75.0,79000.0,0.6,0.6,1.0,1.0,0.0,0.0,2
4094.0,2.0,5.0,2.0,3.0,82.66,7.0,56.56,2.0,5.0,4.0,0.0,5.0,0.0,3.0,2.0,8.0,6.4,83.0,100000.0,0.4,0.4,0.6666666666666666,0.0,1.0,0.0,9
4095.0,1.0,3.0,1.0,4.0,57.36,5.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,6.666666666666667,7.0,70.0,71000.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,4
4096.0,4.0,4.0,4.0,13.0,321.03999999999996,25.0,256.19,10.0,4.0,2.0,1.0,4.0,2.0,2.0,0.0,13.75,8.0,48.0,94000.0,1.0,1.0,0.7692307692307693,0.0,0.0,1.0,8
4097.0,5.0,5.0,4.0,10.0,273.26,22.0,273.26,10.0,5.0,3.0,2.0,5.0,2.0,3.0,0.0,12.0,7.4,59.0,112000.0,0.8,1.0,1.0,1.0,0.0,0.0,7
4098.0,2.0,4.0,3.0,5.0,107.56,10.0,88.87,4.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,2.5,4.75,72.0,106000.0,0.75,0.5,0.8,0.0,1.0,0.0,10
4099.0,3.0,5.0,4.0,13.0,113.92,17.0,101.78999999999998,12.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,7.0,6.0,35.0,36000.0,0.8,0.6,0.9230769230769231,1.0,0.0,0.0,3
4100.0,4.0,5.0,4.0,11.0,826.15,20.0,826.15,11.0,5.0,5.0,4.0,4.0,3.0,2.0,0.0,8.4,7.2,53.0,89000.0,0.8,0.8,1.0,0.0,1.0,0.0,1
4101.0,0.0,5.0,4.0,6.0,15.379999999999999,0.0,15.379999999999999,6.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,7.0,6.4,82.0,40000.0,0.8,0.0,1.0,0.0,1.0,0.0,5
4102.0,1.0,4.0,4.0,3.0,53.50999999999999,2.0,53.50999999999999,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,6.0,45.0,56000.0,1.0,0.25,1.0,1.0,0.0,0.0,10
4103.0,0.0,6.0,4.0,6.0,17.67,0.0,17.67,6.0,6.0,4.0,3.0,5.0,2.0,3.0,1.0,11.666666666666666,7.666666666666667,34.0,35000.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,5
4104.0,0.0,6.0,4.0,6.0,20.52,0.0,19.7,5.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,7.0,5.833333333333333,62.0,66000.0,0.6666666666666666,0.0,0.8333333333333334,0.0,1.0,0.0,5
4105.0,1.0,4.0,2.0,3.0,25.11,3.0,10.64,1.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,5.5,6.25,53.0,67000.0,0.5,0.25,0.3333333333333333,0.0,1.0,0.0,9
4106.0,4.0,4.0,3.0,5.0,138.19,28.0,138.19,5.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,8.0,6.5,86.0,96000.0,0.75,1.0,1.0,1.0,0.0,0.0,2
4107.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,7.0,5.4,55.0,57000.0,1.0,0.0,-1.0,0.0,1.0,0.0,6
4108.0,1.0,3.0,2.0,13.0,46.519999999999996,3.0,34.56,8.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,5.666666666666667,6.0,21.0,62000.0,0.6666666666666666,0.3333333333333333,0.6153846153846154,0.0,1.0,0.0,4
4109.0,0.0,6.0,5.0,9.0,22.27,0.0,19.080000000000002,8.0,6.0,5.0,4.0,5.0,2.0,3.0,1.0,9.166666666666666,7.5,68.0,36000.0,0.8333333333333334,0.0,0.8888888888888888,0.0,1.0,0.0,5
4110.0,2.0,5.0,3.0,7.0,139.54000000000002,8.0,64.11,4.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,8.4,6.4,50.0,72000.0,0.6,0.4,0.5714285714285714,1.0,0.0,0.0,2
4111.0,3.0,4.0,4.0,21.0,61.669999999999995,16.0,61.669999999999995,21.0,4.0,4.0,3.0,3.0,2.0,2.0,0.0,7.25,7.0,65.0,33000.0,1.0,0.75,1.0,0.0,1.0,0.0,3
4112.0,1.0,6.0,2.0,12.0,40.64,5.0,26.03,7.0,6.0,5.0,2.0,5.0,3.0,3.0,0.0,10.833333333333334,7.166666666666667,57.0,65000.0,0.3333333333333333,0.16666666666666666,0.5833333333333334,0.0,1.0,0.0,5
4113.0,0.0,6.0,5.0,15.0,21.070000000000004,0.0,20.060000000000002,14.0,6.0,6.0,6.0,3.0,3.0,1.0,2.0,5.333333333333333,5.0,55.0,64000.0,0.8333333333333334,0.0,0.9333333333333333,0.0,0.0,0.0,5
